Date,Open,High,Low,Close,Adj Close,Volume
2017-03-30,81.690002,81.970001,81.040001,81.669998,80.632751,1312100
2017-03-31,81.510002,81.970001,81.220001,81.550003,80.514275,1735500
2017-04-03,81.730003,82.260002,80.709999,80.959999,79.931770,1973800
2017-04-04,80.750000,80.760002,80.169998,80.419998,79.398621,1205500
2017-04-05,80.680000,81.610001,80.320000,80.529999,79.507225,1113000
2017-04-06,81.400002,82.750000,80.860001,82.709999,81.659546,2369100
2017-04-07,82.300003,82.800003,81.849998,82.349998,81.304108,1803800
2017-04-10,82.370003,82.800003,82.169998,82.410004,81.363358,1140100
2017-04-11,82.370003,82.599998,81.870003,82.300003,81.254753,1056800
2017-04-12,81.709999,81.980003,81.040001,81.709999,80.672249,1273300
2017-04-13,81.559998,81.980003,81.379997,81.430000,80.395798,1084400
2017-04-17,81.480003,81.910004,81.190002,81.830002,80.790726,928100
2017-04-18,72.650002,74.000000,71.949997,72.389999,71.470612,13338100
2017-04-19,72.599998,72.849998,71.290001,72.519997,71.598961,5473800
2017-04-20,72.760002,73.879997,71.879997,73.309998,72.378929,4581900
2017-04-21,73.110001,73.239998,72.019997,72.500000,71.579216,2908200
2017-04-24,73.209999,73.449997,72.320000,72.480003,71.559471,3077500
2017-04-25,72.160004,72.709999,72.099998,72.360001,71.440994,2026900
2017-04-26,72.709999,72.820000,72.250000,72.309998,71.391624,2570900
2017-04-27,72.769997,73.260002,72.440002,73.139999,72.211082,1858400
2017-04-28,73.169998,73.209999,72.129997,72.589996,71.668068,3324900
2017-05-01,71.489998,73.000000,71.099998,72.190002,71.273155,3438100
2017-05-02,72.550003,73.059998,71.830002,72.989998,72.062988,3548400
2017-05-03,72.879997,72.889999,72.099998,72.540001,71.618706,2700700
2017-05-04,72.779999,73.870003,72.559998,72.739998,71.816162,2384400
2017-05-05,73.010002,73.199997,71.900002,72.470001,71.549599,1906300
2017-05-08,72.660004,72.660004,71.830002,72.010002,71.095436,1688400
2017-05-09,72.279999,72.540001,72.029999,72.389999,71.470612,1712600
2017-05-10,72.169998,72.279999,71.769997,72.000000,71.085564,2459400
2017-05-11,72.059998,72.959999,71.820000,72.779999,71.855659,2548500
2017-05-12,72.779999,73.010002,72.519997,72.900002,71.974136,1649200
2017-05-15,72.769997,73.440002,72.510002,72.959999,72.033371,1441700
2017-05-16,73.050003,73.099998,72.180000,72.629997,71.707565,1867700
2017-05-17,72.629997,72.629997,71.500000,71.599998,70.690643,2978000
2017-05-18,71.800003,72.589996,71.800003,72.190002,71.273155,2075700
2017-05-19,72.730003,74.199997,72.550003,73.500000,72.566513,2652900
2017-05-22,73.199997,73.970001,73.000000,73.089996,72.161713,1750600
2017-05-23,73.099998,73.320000,72.830002,72.959999,72.033371,1400000
2017-05-24,73.099998,73.320000,72.830002,73.099998,72.171593,1196500
2017-05-25,73.230003,73.650002,73.139999,73.440002,72.507278,1499900
2017-05-26,73.290001,73.570000,72.949997,73.099998,72.171593,1245300
2017-05-30,72.800003,73.610001,72.559998,73.550003,72.615883,1374600
2017-05-31,73.730003,74.309998,73.309998,74.290001,73.346481,2811200
2017-06-01,74.220001,75.360001,73.239998,75.050003,74.096825,2065900
2017-06-02,75.220001,76.419998,75.019997,75.790001,74.827431,3086600
2017-06-05,75.720001,75.830002,74.790001,75.449997,74.491745,1534400
2017-06-06,75.220001,75.220001,73.480003,73.940002,73.000923,1524700
2017-06-07,74.070000,74.129997,73.599998,74.040001,73.099655,1305800
2017-06-08,74.040001,75.000000,74.040001,74.470001,73.524200,1304300
2017-06-09,74.430000,75.279999,74.300003,75.199997,74.244926,1366400
2017-06-12,75.199997,75.879997,74.779999,75.080002,74.126442,1711800
2017-06-13,75.209999,75.220001,74.510002,74.910004,73.958611,1580300
2017-06-14,75.360001,75.970001,75.000000,75.610001,74.649719,1385200
2017-06-15,75.370003,75.949997,74.769997,75.940002,74.975525,1488200
2017-06-16,75.970001,76.099998,74.150002,74.989998,74.037582,2494100
2017-06-19,75.059998,76.489998,74.779999,76.209999,75.242096,1878100
2017-06-20,76.050003,77.150002,75.889999,76.309998,75.340828,2230800
2017-06-21,76.349998,77.720001,76.300003,77.480003,76.495972,1712200
2017-06-22,77.669998,79.750000,77.660004,78.750000,77.749832,2758400
2017-06-23,78.910004,79.790001,78.529999,79.680000,78.668022,9340800
2017-06-26,79.639999,79.940002,79.300003,79.470001,78.460693,2042800
2017-06-27,79.580002,80.370003,79.080002,79.250000,78.243484,1793600
2017-06-28,79.709999,80.110001,79.050003,79.080002,78.075645,2118100
2017-06-29,78.680000,79.279999,77.940002,78.250000,77.710182,1411900
2017-06-30,78.669998,78.669998,77.730003,77.919998,77.382462,1929500
2017-07-03,78.089996,78.769997,78.089996,78.290001,77.749908,704300
2017-07-05,78.300003,78.889999,77.959999,78.690002,78.147156,1655800
2017-07-06,78.269997,78.540001,76.750000,76.889999,76.359566,1840200
2017-07-07,77.129997,77.260002,76.699997,77.190002,76.657501,1182600
2017-07-10,76.930000,77.400002,76.559998,76.680000,76.151016,1256800
2017-07-11,76.620003,76.769997,75.959999,76.660004,76.131157,1233100
2017-07-12,77.290001,77.739998,77.070000,77.309998,76.776665,1425800
2017-07-13,77.419998,77.900002,77.080002,77.559998,77.024940,1357500
2017-07-14,77.620003,78.169998,77.400002,78.110001,77.571152,933400
2017-07-17,78.279999,78.779999,77.980003,78.089996,77.551285,1459100
2017-07-18,77.809998,78.089996,76.669998,76.970001,76.439018,1982500
2017-07-19,77.209999,77.279999,76.309998,77.000000,76.468811,1809700
2017-07-20,77.190002,77.940002,77.010002,77.320000,76.786598,1603500
2017-07-21,77.209999,77.559998,76.040001,76.290001,75.763710,2052700
2017-07-24,76.209999,77.370003,76.209999,77.070000,76.538322,1912900
2017-07-25,77.379997,77.900002,77.050003,77.690002,77.154053,1126800
2017-07-26,77.510002,78.000000,77.389999,77.669998,77.134186,1345500
2017-07-27,77.480003,77.800003,75.760002,76.599998,76.071564,1640600
2017-07-28,76.709999,77.790001,76.160004,77.610001,77.074600,1296700
2017-07-31,77.800003,78.320000,77.239998,77.260002,76.727020,2165900
2017-08-01,77.720001,77.940002,77.099998,77.330002,76.796532,1938000
2017-08-02,71.059998,72.370003,69.580002,70.989998,70.500267,7309800
2017-08-03,70.160004,70.489998,68.330002,69.360001,68.881516,4095800
2017-08-04,69.709999,69.709999,68.529999,69.139999,68.663033,2407000
2017-08-07,69.150002,69.500000,68.860001,69.239998,68.762337,2929000
2017-08-08,69.239998,70.190002,68.940002,69.339996,68.861649,2082000
2017-08-09,69.160004,69.220001,67.760002,68.230003,67.759315,2945200
2017-08-10,68.040001,68.500000,67.230003,67.309998,66.845657,2295200
2017-08-11,67.570000,67.570000,66.820000,66.980003,66.517937,1750300
2017-08-14,67.349998,67.820000,66.699997,66.760002,66.299454,2045000
2017-08-15,67.099998,67.489998,66.410004,66.430000,65.971725,2004000
2017-08-16,66.720001,66.919998,65.599998,66.010002,65.554626,2600200
2017-08-17,65.860001,66.400002,65.150002,65.160004,64.710495,2461000
2017-08-18,64.989998,65.220001,64.349998,64.379997,63.935867,1428300
2017-08-21,64.300003,64.620003,64.059998,64.360001,63.916008,1341200
2017-08-22,64.400002,65.650002,64.389999,65.419998,64.968697,1745700
2017-08-23,65.169998,65.849998,64.959999,65.629997,65.177246,2296900
2017-08-24,65.930000,66.730003,65.820000,66.099998,65.644005,2282800
2017-08-25,66.150002,66.389999,65.959999,66.080002,65.624146,1332900
2017-08-28,66.379997,66.540001,65.870003,66.389999,65.931999,1198900
2017-08-29,66.139999,66.739998,66.029999,66.400002,65.941933,1779400
2017-08-30,66.339996,66.739998,66.209999,66.489998,66.031311,1696100
2017-08-31,66.470001,68.040001,66.470001,67.459999,66.994621,2667900
2017-09-01,67.690002,68.139999,67.510002,67.820000,67.352135,1536200
2017-09-05,67.559998,68.010002,67.050003,67.519997,67.054207,2040800
2017-09-06,67.730003,68.610001,67.559998,68.610001,68.136688,2881600
2017-09-07,68.489998,69.089996,68.309998,69.059998,68.583580,2108300
2017-09-08,68.980003,69.400002,68.230003,68.360001,67.888412,1843600
2017-09-11,68.820000,69.989998,68.690002,69.730003,69.248962,2246800
2017-09-12,69.730003,69.790001,68.680000,69.440002,68.960968,2049400
2017-09-13,69.070000,69.559998,68.750000,69.290001,68.811996,1362500
2017-09-14,68.860001,68.860001,67.260002,67.459999,66.994621,2661200
2017-09-15,67.570000,67.900002,67.110001,67.500000,67.034348,4676900
2017-09-18,67.750000,67.980003,66.980003,67.070000,66.607315,1592700
2017-09-19,67.010002,67.279999,65.949997,66.260002,65.802902,1878700
2017-09-20,66.330002,66.940002,66.010002,66.709999,66.249794,1639700
2017-09-21,66.720001,67.440002,66.639999,66.769997,66.309380,1452300
2017-09-22,66.900002,67.089996,66.239998,66.660004,66.200142,2181100
2017-09-25,66.430000,67.500000,66.410004,67.339996,66.875443,1482400
2017-09-26,67.430000,68.059998,67.430000,67.820000,67.352135,1358500
2017-09-27,67.959999,68.220001,67.389999,68.139999,67.669930,1245800
2017-09-28,67.839996,68.099998,66.930000,66.970001,66.508003,2323900
2017-09-29,66.760002,67.599998,66.570000,66.919998,66.919998,2800400
2017-10-02,67.220001,68.389999,67.120003,68.239998,68.239998,2134200
2017-10-03,68.250000,68.379997,67.440002,67.599998,67.599998,1531000
2017-10-04,67.599998,68.190002,67.339996,67.519997,67.519997,2333600
2017-10-05,67.629997,67.930000,67.320000,67.639999,67.639999,1754700
2017-10-06,67.599998,67.889999,65.599998,65.879997,65.879997,3661800
2017-10-09,65.830002,65.879997,64.230003,64.919998,64.919998,3508000
2017-10-10,65.379997,65.900002,65.250000,65.779999,65.779999,1607700
2017-10-11,65.709999,66.040001,65.540001,65.820000,65.820000,2213500
2017-10-12,65.779999,66.800003,65.570000,66.330002,66.330002,3122200
2017-10-13,66.150002,66.349998,63.849998,64.959999,64.959999,3742000
2017-10-16,64.790001,65.919998,64.419998,64.629997,64.629997,2449600
2017-10-17,64.489998,65.220001,64.099998,65.080002,65.080002,2278700
2017-10-18,65.180000,65.849998,64.489998,64.699997,64.699997,2756400
2017-10-19,64.599998,66.230003,64.599998,66.150002,66.150002,1937900
2017-10-20,66.440002,66.959999,66.389999,66.709999,66.709999,1493200
2017-10-23,66.769997,67.180000,66.510002,66.650002,66.650002,1846600
2017-10-24,66.400002,66.860001,65.820000,66.440002,66.440002,2187000
2017-10-25,66.580002,67.180000,66.529999,67.050003,67.050003,2185800
2017-10-26,68.500000,69.339996,64.199997,64.750000,64.750000,8325000
2017-10-27,64.489998,64.629997,61.639999,62.009998,62.009998,7873500
2017-10-30,61.750000,62.599998,61.529999,61.700001,61.700001,3727800
2017-10-31,61.810001,63.009998,60.689999,61.900002,61.900002,5381300
